frames head.translateX head.translateY head.translateZ chest.translateX chest.translateY chest.translateZ rightShoulder.translateX rightShoulder.translateY rightShoulder.translateZ leftShoulder.translateX leftShoulder.translateY leftShoulder.translateZ rightShoulder.translateX rightShoulder.translateY rightShoulder.translateZ riHand.translateX riHand.translateY riHand.translateZ leHand.translateX leHand.translateY leHand.translateZ riFoot.translateX riFoot.translateY riFoot.translateZ leFoot.translateX leFoot.translateY leFoot.translateZ
565 5.114 58.6977 9.9077 0.512 25.2183 4.4431 -10.8674 46.5592 3.8472 15.4397 43.1732 8.2945 -10.8674 46.5592 3.8472 -21.0946 8.4252 -12.2719 16.2783 17.2008 26.0814 12.7069 -77.5458 28.5226 15.9525 -65.5778 -30.7783
566 3.8542 58.7586 10.4875 0.3398 25.1392 4.8761 -11.6645 45.5555 4.6933 14.6446 43.5047 8.211 -11.6645 45.5555 4.6933 -20.7091 4.2989 -3.0256 19.985 9.2137 22.4574 16.8943 -77.4198 16.7922 18.5351 -64.7774 -22.183
567 2.617 58.9159 10.3471 0.0163 25.1245 4.9636 -12.5038 44.7573 5.3554 13.7776 43.8254 7.6009 -12.5038 44.7573 5.3554 -17.8403 3.7266 8.1251 24.7708 2.4147 13.8546 19.1537 -77.0163 5.2194 22.6401 -66.1486 -9.1844
568 2.0391 59.2448 8.7246 -0.3547 25.2123 4.4998 -12.9957 44.7218 5.3623 13.3389 44.0444 5.8803 -12.9957 44.7218 5.3623 -14.0237 8.6208 15.5149 27.8705 1.114 3.7674 18.1902 -77.5963 -6.2533 25.8676 -68.4189 4.9456
569 2.6666 59.3713 7.2513 -0.4244 25.3306 3.743 -12.7994 45.2676 4.8339 13.5851 44.0931 3.7051 -12.7994 45.2676 4.8339 -10.9406 14.1031 16.6802 28.4606 2.4307 -3.3187 14.5126 -76.4918 -14.9518 26.1215 -71.2774 19.5871
570 2.696 59.4554 6.0907 -0.6552 25.3944 3.1204 -12.9741 45.6226 4.4826 13.4542 44.2427 2.2837 -12.9741 45.6226 4.4826 -10.4561 18.7815 15.6084 28.3227 4.1821 -6.6022 11.0686 -73.2651 -23.3145 25.8444 -73.0633 32.3415
571 3.2899 59.4151 6.4577 -0.3822 25.3939 3.2152 -12.4931 45.8065 5.0049 14.0117 44.1488 2.6888 -12.4931 45.8065 5.0049 -12.0192 18.1839 15.1887 28.8487 4.6135 -5.4317 6.917 -69.2796 -28.4626 24.8808 -73.7957 37.765
572 4.0111 59.1174 8.7134 0.0472 25.2788 4.1332 -11.8323 45.6838 6.3241 14.7471 43.7642 4.8784 -11.8323 45.6838 6.3241 -14.9097 12.9132 13.887 29.7906 3.6044 -0.4502 3.2091 -63.6429 -28.8424 25.7994 -75.7944 30.8062
573 3.5783 58.698 11.3189 -0.075 25.0631 5.2391 -12.0454 45.1769 7.5059 14.5154 43.3441 7.6028 -12.0454 45.1769 7.5059 -17.9804 5.9776 8.6247 30.4205 1.7778 6.9278 3.633 -59.3854 -20.1261 26.2458 -76.9573 15.0642
574 4.1483 58.3076 12.8889 0.1908 24.8625 6.0147 -11.5066 44.9948 7.9704 14.9098 42.7062 9.7111 -11.5066 44.9948 7.9704 -20.5341 2.3757 -0.5192 29.9063 0.8423 16.324 5.4238 -61.0189 -5.9866 23.2061 -78.3315 2.7477
575 4.1443 58.3325 12.7951 0.2213 24.8618 6.0157 -11.3835 45.3012 7.1737 14.9458 42.6435 10.3935 -11.3835 45.3012 7.1737 -22.8277 4.7521 -8.8709 27.7644 4.625 25.2311 8.9858 -65.4195 10.8389 19.0271 -79.9052 -8.9857
576 4.6247 58.5698 11.5633 0.4155 25.0076 5.45 -10.8422 46.1909 5.4945 15.3746 42.685 9.967 -10.8422 46.1909 5.4945 -23.3717 9.3698 -15.351 24.6983 12.1003 30.9613 10.9877 -69.7285 27.1101 15.6171 -78.3309 -18.5238
577 5.0643 58.7722 10.2502 0.5544 25.1681 4.703 -10.367 46.9961 3.9017 15.7178 42.735 9.2322 -10.367 46.9961 3.9017 -22.7906 12.7695 -19.6084 20.7194 18.6159 31.8397 10.9845 -72.5384 37.3714 14.2333 -74.2573 -27.6432
578 5.4816 58.7711 9.8418 0.668 25.2375 4.3002 -10.0895 47.2223 3.3753 15.9808 42.7654 8.7977 -10.0895 47.2223 3.3753 -22.1304 13.1535 -20.1904 16.4854 22.7893 29.1712 12.3795 -74.4291 37.3991 13.6373 -69.5897 -34.1256
579 5.255 58.6582 10.4324 0.62 25.1918 4.5667 -10.4047 46.707 4.0062 15.7708 42.8632 8.7559 -10.4047 46.707 4.0062 -22.0825 10.444 -15.7833 15.7309 20.0559 27.0453 15.7353 -76.2338 29.0904 15.3506 -64.0056 -33.1595
580 4.756 58.5567 11.3274 0.6265 25.0779 5.1201 -10.8318 45.813 5.2022 15.3812 42.9464 8.8554 -10.8318 45.813 5.2022 -21.774 6.0349 -7.081 18.8337 11.828 24.4827 18.7348 -76.354 16.2146 17.7632 -62.7809 -24.9062
581 3.8103 58.6681 11.3964 0.4001 25.0631 5.2181 -11.4677 45.1264 5.8668 14.7536 43.182 8.3288 -11.4677 45.1264 5.8668 -19.2508 4.3875 3.8731 23.2437 2.7316 16.5547 19.7482 -76.4649 4.325 22.5547 -65.1991 -11.419
582 3.0634 58.9755 10.0508 -0.0823 25.2009 4.5814 -12.1327 45.1335 5.5693 14.1764 43.5165 6.4509 -12.1327 45.1335 5.5693 -16.3302 8.8005 11.9543 27.9351 0.3443 5.8894 18.0314 -77.6548 -7.7467 27.1983 -68.4285 3.7217
583 3.2103 59.2379 7.8857 -0.3872 25.3468 3.6261 -12.3357 45.5858 4.763 14.0297 43.7736 3.8101 -12.3357 45.5858 4.763 -14.6515 15.0214 14.2176 29.7075 2.0116 -3.1375 14.2791 -76.9924 -16.6487 29.2442 -71.9244 18.6231
584 2.957 59.4091 6.2765 -0.6545 25.4112 2.9333 -12.6848 45.879 4.2927 13.72 44.1385 1.9264 -12.6848 45.879 4.2927 -15.1153 20.1362 14.2164 30.1958 4.6468 -8.4709 10.7196 -72.9777 -23.7927 30.7316 -73.8931 30.2175
585 3.5909 59.3605 6.6685 -0.3057 25.3979 3.1918 -12.2513 46.0188 5.0155 14.2141 44.222 2.3042 -12.2513 46.0188 5.0155 -16.5193 20.422 14.6621 31.1676 5.8246 -8.6252 6.6175 -68.9084 -27.3344 31.0882 -75.0778 32.9911
586 3.8572 59.0437 9.0316 -0.0706 25.2621 4.2357 -12.0726 45.6717 6.5885 14.4767 44.052 4.5828 -12.0726 45.6717 6.5885 -19.5637 14.6743 13.6563 32.4124 5.2121 -3.8592 4.6654 -61.98 -24.515 31.6151 -76.8762 24.234
587 4.1064 58.5615 11.7162 0.2109 24.9966 5.5108 -11.7357 45.1511 8.0538 14.8233 43.4711 7.5091 -11.7357 45.1511 8.0538 -20.1506 7.6559 8.7883 33.2632 2.9837 4.5007 5.3492 -58.1091 -14.205 29.6595 -78.0829 10.9352
588 4.0286 58.2732 12.9447 0.1645 24.8261 6.142 -11.7828 44.869 8.4053 14.7171 43.0579 9.3552 -11.7828 44.869 8.4053 -21.5541 3.3078 0.3622 32.2842 2.4978 14.6788 7.6249 -60.1219 1.0907 25.4948 -79.156 -1.0091
589 3.6683 58.3971 12.4791 -0.0199 24.8549 6.0453 -12.0408 45.1698 7.5022 14.4479 43.107 9.6805 -12.0408 45.1698 7.5022 -22.9685 5.03 -7.2666 29.1044 6.82 23.8307 10.3298 -64.201 19.4533 20.7651 -79.8435 -10.9729
590 3.3871 58.7047 11.1344 -0.1981 25.005 5.4774 -12.2046 45.856 5.9335 14.3012 43.3271 9.1091 -12.2046 45.856 5.9335 -23.5703 8.7816 -12.4901 25.0873 15.3136 29.0835 9.962 -68.2064 36.0687 18.1043 -76.8594 -19.6999
591 4.206 58.8711 9.9884 0.1099 25.1914 4.6308 -11.4908 46.6227 4.5395 14.9687 43.2878 8.3352 -11.4908 46.6227 4.5395 -23.446 11.6456 -15.8397 20.1541 20.5191 29.0656 8.6637 -70.2596 43.1191 16.0725 -72.3257 -28.9459
592 4.4613 58.8219 9.9516 0.2358 25.2336 4.3933 -11.3627 46.6373 4.473 15.1646 43.3517 7.969 -11.3627 46.6373 4.473 -23.3715 11.0872 -15.1176 17.5796 20.7965 27.2691 10.1929 -73.0433 40.3617 15.7439 -69.1367 -33.6785
593 4.7687 58.6322 10.7384 0.4602 25.1753 4.6814 -11.2345 46.1393 5.4563 15.3366 43.3105 7.9332 -11.2345 46.1393 5.4563 -23.6602 8.1706 -9.9283 18.9684 14.3081 24.7003 13.4922 -75.9234 30.1614 16.6981 -65.8462 -30.5748
594 4.6012 58.3915 12.1269 0.6244 25.0332 5.3151 -11.3605 45.2761 7.2489 15.1871 43.2798 8.2628 -11.3605 45.2761 7.2489 -22.938 4.4358 -0.4591 23.1301 5.7851 19.4946 16.1657 -76.4995 17.7882 19.4829 -66.5827 -20.3835
595 2.7836 58.2994 13.204 -0.0253 24.9314 5.7685 -12.6925 44.3411 8.9815 13.8397 43.67 8.2647 -12.6925 44.3411 8.9815 -19.8874 3.9602 10.0831 27.065 0.1295 9.2948 19.1252 -75.78 6.0877 25.0537 -68.0044 -5.1565
596 2.3054 58.3851 13.0127 -0.3477 24.9911 5.523 -13.0192 44.3205 9.5826 13.4542 43.9011 7.2294 -13.0192 44.3205 9.5826 -16.8316 8.2527 16.6314 29.3744 0.0189 -1.5193 18.8401 -76.181 -6.3302 27.7051 -69.5579 11.5655
597 3.055 58.6019 11.6921 -0.2719 25.1583 4.789 -12.595 44.9336 9.1139 13.8021 44.0492 5.4516 -12.595 44.9336 9.1139 -15.0217 13.8309 17.538 29.9058 1.8129 -9.3388 16.2818 -76.341 -16.118 24.3224 -71.4015 29.4451
598 2.2331 58.8809 10.1034 -0.7056 25.3107 3.8163 -13.325 45.2233 8.2564 13.014 44.6077 3.5284 -13.325 45.2233 8.2564 -16.1199 18.7834 16.7053 29.6253 4.5982 -14.352 14.3148 -72.8089 -22.447 18.6386 -71.2658 43.7042
599 0.9174 58.9268 9.823 -1.135 25.3228 3.5354 -14.2591 45.0988 8.1985 12.0366 45.058 2.8232 -14.2591 45.0988 8.1985 -18.8263 19.4533 16.8391 28.7192 6.7527 -16.1957 12.4111 -67.246 -27.3161 13.0845 -71.0573 48.5155
600 -0.1757 58.6655 11.1907 -1.4201 25.2018 4.2205 -14.9621 44.59 9.4403 11.2383 45.2995 3.5364 -14.9621 44.59 9.4403 -19.4269 15.9559 17.6641 23.3323 7.3291 -17.9769 9.5872 -58.4169 -31.3804 9.8708 -72.207 45.844
601 2.1584 57.5101 16.8205 1.0615 24.7276 6.3523 -10.653 42.6757 8.9592 13.9051 39.9428 14.4266 -10.653 42.6757 8.9592 -32.9829 5.2625 -10.5051 13.4331 10.5233 40.0625 -13.5665 -68.9591 47.5627 -2.6203 -76.8057 -33.8874
602 2.6727 57.6117 16.3495 1.1908 24.7699 6.1812 -10.2314 42.8036 8.5664 14.1739 39.7987 14.0655 -10.2314 42.8036 8.5664 -32.9862 4.1979 -6.1064 11.4895 10.7538 40.192 -13.2509 -70.4387 47.5895 -3.0306 -70.4819 -37.817
603 0.4011 57.1815 17.9412 0.2576 24.6001 6.8497 -11.9165 41.7101 10.3733 12.7127 39.9811 14.6275 -11.9165 41.7101 10.3733 -31.122 0.0527 3.2289 10.4987 9.981 40.3017 -4.5306 -75.8172 37.2029 -0.2956 -63.3818 -35.9844
604 -2.4066 56.5253 19.6517 -0.7809 24.199 7.8565 -13.9382 40.0583 12.4682 10.7857 40.1711 15.5402 -13.9382 40.0583 12.4682 -25.9467 -3.5095 15.9059 10.7235 9.2982 40.8876 3.3471 -77.8565 23.5746 2.8729 -61.6421 -25.654
605 -3.0153 55.8344 21.3312 -1.0261 23.9256 8.4398 -14.4807 39.1413 14.4556 10.4863 40.0588 16.5094 -14.4807 39.1413 14.4556 -18.6004 -1.9665 28.0376 11.6539 8.726 41.6364 5.0469 -78.4854 7.017 6.1949 -64.0832 -11.5146
606 -1.7627 56.1851 20.599 -0.7138 24.1002 8.0947 -13.7285 39.7722 14.8128 11.5469 40.3762 15.1957 -13.7285 39.7722 14.8128 -11.228 4.6766 35.7954 12.3613 9.7146 41.4813 2.6887 -79.3369 -8.6767 8.5029 -69.0635 6.2316
607 -0.8808 57.1105 18.0604 -0.7673 24.4521 7.2169 -13.1806 40.8247 14.2557 12.1696 41.0828 12.1307 -13.1806 40.8247 14.2557 -4.7532 12.2619 38.5606 13.8946 11.714 39.3951 0.1051 -79.2456 -22.3594 12.2762 -73.2945 26.6199
608 -0.3946 57.9769 15.0916 -1.0137 24.8612 5.9065 -12.8794 41.9005 12.9983 12.3107 41.6083 8.857 -12.8794 41.9005 12.9983 -1.2387 16.9088 37.6076 15.3329 12.8258 35.9968 -3.4382 -77.2138 -34.3225 17.3859 -73.1846 42.0876
609 -0.8542 58.3201 13.3861 -1.2983 25.0516 5.0547 -13.0459 42.1945 11.8941 11.9178 41.9082 6.9331 -13.0459 42.1945 11.8941 -0.9111 16.8622 36.7049 17.1291 13.5124 33.6737 -5.1856 -73.3435 -39.9187 22.3593 -71.8935 45.9132
610 1.3195 58.1258 14.1312 0.0014 25.0031 5.4904 -11.1122 42.4825 11.9074 13.973 41.2325 8.1439 -11.1122 42.4825 11.9074 -5.1164 11.8276 36.9924 19.1642 12.0938 34.9225 -6.9631 -68.1759 -38.42 20.3048 -74.8095 39.6478
611 6.6277 56.7878 17.2709 2.6912 24.4194 6.6906 -6.9131 42.6496 13.0478 18.1681 38.7161 12.0165 -6.9131 42.6496 13.0478 -17.1908 5.742 33.8142 20.8651 7.3877 40.1071 -10.0078 -64.3567 -31.7485 9.3685 -78.0776 26.121
612 9.4937 56.0075 18.0921 4.2233 23.9284 7.0756 -4.5274 42.5183 12.7891 20.3283 37.2734 13.9565 -4.5274 42.5183 12.7891 -30.9999 6.2076 23.2551 25.0888 6.1373 44.1225 -11.4607 -66.4553 -17.6264 1.9608 -79.2928 11.0716
613 7.9169 56.9447 16.3711 3.6866 24.2144 6.6748 -5.8588 42.8394 10.8184 19.1668 38.5899 13.582 -5.8588 42.8394 10.8184 -40.5659 10.9082 9.322 31.517 10.4466 43.408 -8.0672 -70.0953 0.7855 -0.6143 -80.7872 -2.9906
614 5.548 57.6084 15.4111 2.6823 24.5639 6.2445 -8.0844 43.4389 8.5873 17.1118 40.1833 13.2077 -8.0844 43.4389 8.5873 -46.0951 17.8662 -5.7471 37.3632 14.3253 39.3789 -3.5412 -71.764 17.0399 -4.533 -80.5331 -18.2033
615 4.7391 57.7254 14.9285 2.0729 24.8492 5.5582 -9.3398 44.1203 7.4053 16.1866 41.1407 12.0979 -9.3398 44.1203 7.4053 -47.1019 26.9054 -18.0763 43.1164 15.7094 32.4291 -1.5209 -72.0725 28.3824 -8.76 -76.1746 -28.9508
616 5.2055 57.3287 15.9688 1.8395 24.9032 5.4593 -9.3226 44.5349 8.6228 16.5514 40.9396 12.0131 -9.3226 44.5349 8.6228 -44.3938 35.3585 -24.3891 48.4543 14.9494 22.7966 -0.1135 -72.6461 33.1943 -9.3953 -68.5143 -31.5358
617 5.1719 56.6593 18.2161 1.7499 24.7276 6.1452 -9.098 44.3045 10.8973 16.9379 40.3132 13.468 -9.098 44.3045 10.8973 -41.6326 37.7399 -24.9336 51.0584 13.4209 7.8799 3.2481 -73.9211 34.1457 -5.3239 -62.5045 -26.7442
618 6.0012 55.7751 20.5276 2.1074 24.4718 6.8074 -8.395 43.5926 12.9194 17.4634 39.2063 14.8995 -8.395 43.5926 12.9194 -39.6382 32.7368 -21.8143 45.6287 10.8297 -9.8178 5.4598 -74.7759 34.6904 0.2534 -64.4087 -15.464
619 8.1174 55.0338 21.6029 2.8784 24.193 7.2281 -6.3758 42.3979 14.6924 18.5154 37.172 14.6655 -6.3758 42.3979 14.6924 -37.5454 22.1367 -13.954 31.7369 6.0093 -19.4721 5.1972 -74.4813 34.9207 7.6192 -71.3358 1.1658
620 9.3835 55.4286 19.9489 3.116 24.1847 7.1229 -4.9014 41.7285 14.7818 18.6387 36.433 12.0905 -4.9014 41.7285 14.7818 -33.2982 8.482 -0.8628 18.3008 -2.5348 -15.7314 5.8122 -73.0096 34.0232 18.1355 -74.8469 22.2122
621 10.5474 55.5216 19.1549 2.9911 24.1724 7.2239 -4.4088 41.6519 14.7743 18.6801 36.2672 11.0903 -4.4088 41.6519 14.7743 -23.9126 0.5624 19.0761 22.4995 -8.0801 -2.1447 2.7314 -74.0531 21.34 27.1217 -73.7115 31.5869
622 11.8884 53.8953 22.2655 2.8947 23.6259 8.5407 -4.3009 40.6169 18.0608 19.2051 35.5209 13.3692 -4.3009 40.6169 18.0608 -5.19 3.3111 41.0139 32.5242 -6.7486 15.918 -8.9995 -71.5236 1.7796 29.1968 -75.553 14.6533
623 12.8566 53.8307 21.9053 3.2396 23.6725 8.2876 -3.8791 41.4161 19.0882 20.8149 36.3178 13.5884 -3.8791 41.4161 19.0882 12.9303 20.1623 48.1939 45.0608 7.9499 30.92 -14.4502 -70.2971 -10.6712 22.6777 -74.3701 -5.2223
624 9.9879 57.4348 12.9719 2.3289 24.9201 5.1129 -6.7726 45.3187 11.3017 19.4256 40.7632 8.2868 -6.7726 45.3187 11.3017 5.1497 42.6854 41.2719 38.8499 33.7765 36.1265 -9.7631 -79.5466 -16.4476 25.6985 -78.6546 -14.3079
625 5.4868 59.1184 -0.2321 0.5167 25.461 0.9548 -11.0964 46.6294 0.4147 15.7944 43.5012 -0.864 -11.0964 46.6294 0.4147 -7.8492 52.4982 30.4974 28.131 39.4109 27.237 -6.1591 -85.3026 -13.696 26.9732 -82.6071 -16.1786
626 0.7396 59.4751 -1.6095 -1.453 25.3907 0.6711 -14.2533 46.377 -0.5975 12.633 43.61 -1.496 -14.2533 46.377 -0.5975 -20.7546 48.4364 34.6187 34.4626 30.1035 25.6108 -6.7915 -83.3413 -17.9836 21.2165 -80.4475 -21.5858
627 0.3036 58.7756 11.3425 -1.0006 25.2337 4.2198 -13.6646 44.3246 7.7728 12.3408 42.0463 7.7035 -13.6646 44.3246 7.7728 -35.1535 29.5448 43.3996 36.5292 8.5918 27.1848 -12.3873 -70.7751 -26.138 12.8089 -67.2022 -26.7042
628 -2.2678 55.9691 20.615 -1.3503 24.3864 7.2839 -15.0017 40.7717 14.1217 10.4146 40.2324 14.426 -15.0017 40.7717 14.1217 -41.4541 10.768 40.1045 29.0146 -0.4396 30.9819 -15.4399 -59.9788 -15.0339 7.9247 -56.5189 -11.907
629 -0.8694 51.5335 29.4899 -0.4637 22.6299 10.7613 -13.6736 37.0152 21.0964 11.8592 36.6455 21.8084 -13.6736 37.0152 21.0964 -38.2769 -0.4222 38.6829 21.5046 -7.9284 36.1173 -19.3967 -50.3238 0.7104 1.0776 -47.1246 4.3447
630 -0.5098 42.2461 40.0684 0.134 19.3771 14.2722 -12.4788 29.8748 27.6811 12.5343 28.9786 29.3273 -12.4788 29.8748 27.6811 -31.2726 -12.6354 36.8967 18.2978 -18.0024 36.7645 -17.8644 -46.5893 10.2659 0.8975 -41.6348 12.9659
631 -0.1837 34.5979 45.481 0.1674 17.1786 15.7529 -11.8158 24.6611 30.7229 12.754 22.9616 32.3501 -11.8158 24.6611 30.7229 -23.9829 -20.1179 31.5244 15.56 -24.1742 31.5103 -13.2 -45.2729 16.0404 3.3902 -38.6271 16.8574
632 2.6482 29.2883 48.0691 0.3485 15.5435 16.5502 -10.5894 22.0406 33.3915 13.8836 18.6526 32.5504 -10.5894 22.0406 33.3915 -19.166 -22.4211 24.5423 12.7874 -25.4022 24.2223 -7.7347 -44.0079 16.7196 3.9089 -38.1593 16.3347
633 4.2013 27.5424 48.5973 0.3583 14.8465 16.8252 -10.2727 21.73 34.6881 14.1278 17.4988 32.2241 -10.2727 21.73 34.6881 -15.932 -22.9233 23.751 13.712 -23.5501 22.579 -3.3566 -41.7905 14.2023 3.3855 -36.9297 14.1166
634 2.8204 28.1049 48.4925 0.2119 14.4509 16.968 -11.0616 21.7445 34.7486 13.6277 17.4649 32.7623 -11.0616 21.7445 34.7486 -13.2698 -24.2104 25.9317 17.1516 -21.8044 21.1361 -2.3561 -40.695 12.158 6.8505 -33.6901 11.9245
635 0.3402 27.7397 48.6058 -0.5165 13.9123 17.1333 -12.3051 20.877 34.6809 12.6072 16.9693 33.3447 -12.3051 20.877 34.6809 -10.2516 -24.6556 26.2577 20.7462 -18.5966 19.9948 -0.785 -41.318 12.7685 11.6275 -29.7523 11.0482
636 -0.3802 27.5225 48.6858 -0.9274 13.7154 17.1723 -13.091 20.5577 34.6001 11.8471 16.7891 33.4585 -13.091 20.5577 34.6001 -9.5923 -24.8928 27.5454 22.586 -16.8343 21.4818 0.8824 -43.5291 17.8123 14.122 -30.8337 13.7663
637 -0.2382 28.0707 48.4444 -1.0753 13.797 17.139 -13.2067 20.8276 34.6553 11.7533 17.1105 33.2519 -13.2067 20.8276 34.6553 -11.9285 -25.0703 29.5794 24.5537 -17.0725 24.2546 -0.1599 -47.0119 25.7913 17.9827 -34.5262 18.0134
638 -1.1016 28.4726 48.2916 -1.4268 13.832 17.1004 -14.1491 21.0852 34.2746 10.8747 17.5193 33.4148 -14.1491 21.0852 34.2746 -16.865 -25.2137 32.8174 27.073 -17.9087 26.6666 -4.186 -51.4578 34.7541 22.2079 -38.5167 21.537
639 -2.3998 30.3549 47.5368 -1.9419 15.2045 16.5675 -15.298 23.1129 32.9744 9.8029 19.8555 33.0518 -15.298 23.1129 32.9744 -20.0984 -23.2815 34.7632 30.6508 -15.5143 28.3686 -9.1916 -55.9029 44.5834 25.7834 -44.7619 26.9898
640 -3.6314 34.4435 45.2144 -2.635 17.4517 15.3474 -16.6253 26.734 30.4003 8.5874 23.9485 31.7725 -16.6253 26.734 30.4003 -24.1867 -18.1908 33.9853 33.7136 -9.4819 30.008 -18.3104 -58.4483 54.6486 26.9173 -54.5516 34.7002
641 -3.8039 40.3119 40.9243 -2.3199 20.2897 13.2579 -16.5187 31.4533 26.5042 8.9489 29.7519 28.861 -16.5187 31.4533 26.5042 -25.2337 -8.6227 31.6489 35.4528 -0.9903 32.6918 -27.6089 -60.1369 57.7508 24.8272 -62.7151 42.8202
642 -3.9386 43.5213 37.7778 -2.5893 20.7924 12.701 -16.7255 32.6449 24.7471 8.6051 33.2344 25.6443 -16.7255 32.6449 24.7471 -21.3978 -1.7801 33.9426 37.0252 8.689 36.2691 -23.9686 -65.0241 45.3885 25.8285 -67.652 42.8354
643 -5.6859 42.1358 39.414 -2.7098 18.5758 14.5949 -17.6187 29.0378 26.9441 7.6357 30.9747 28.413 -17.6187 29.0378 26.9441 -21.2544 -3.4593 40.607 34.5618 11.6133 47.1553 -22.4735 -59.0767 39.2999 25.9293 -66.2997 34.1004
644 -5.6391 40.4157 40.9649 -2.3215 17.7509 15.2213 -17.1563 27.2373 28.4229 8.3834 29.0378 30.9015 -17.1563 27.2373 28.4229 -27.3984 -10.693 37.759 25.1653 4.1974 54.7741 -29.5145 -58.5786 37.3226 19.7043 -61.0109 34.9971
645 -2.7602 41.8095 40.0182 -1.832 18.6055 14.7261 -15.7997 28.7118 27.584 9.5264 30.0198 29.6531 -15.7997 28.7118 27.584 -31.9533 -11.8388 28.0279 20.326 -1.1034 44.9907 -37.5907 -60.5283 39.2428 11.3374 -61.1649 38.423
646 -1.9562 44.3124 38.0149 -1.2157 20.2293 13.4799 -14.7683 30.8694 25.8252 10.2052 31.8759 27.2838 -14.7683 30.8694 25.8252 -36.0036 -8.6756 14.7989 18.6354 -2.1412 27.837 -42.9452 -65.5069 39.0279 2.2645 -65.0904 41.4391
647 -3.6151 47.1332 34.9476 -1.9573 21.625 11.9048 -15.3979 32.0344 24.414 9.0062 35.5743 22.7493 -15.3979 32.0344 24.414 -38.0532 -5.5454 5.2933 20.8959 3.886 11.5394 -37.2905 -72.9941 32.2983 -0.5726 -70.8325 43.1238
648 -3.7632 48.4839 32.996 -2.5458 22.3629 10.8059 -15.8754 32.2922 24.1062 8.0249 37.9813 20.0089 -15.8754 32.2922 24.1062 -40.5207 -2.428 0.0305 24.4209 9.2858 1.6026 -31.1407 -76.8864 19.1573 -0.7471 -76.437 39.6207
649 -4.0366 49.9668 30.9994 -2.379 22.7956 10.2046 -15.9592 33.3973 22.5105 8.1437 39.1516 18.9756 -15.9592 33.3973 22.5105 -40.8505 -0.0977 -4.2166 29.676 11.5367 -0.8228 -25.3183 -77.0232 6.3995 -0.075 -80.0658 30.0503
650 -4.4514 52.1803 27.8389 -2.1397 23.2673 9.4823 -16.0638 35.1987 20.1003 8.4106 40.0771 17.5561 -16.0638 35.1987 20.1003 -40.5398 -0.2383 -4.4636 34.684 11.4761 0.7159 -18.9565 -75.3656 -0.7862 3.5679 -79.893 22.8875
651 -4.5293 53.528 25.5529 -2.1227 23.6057 8.8535 -16.1388 36.4917 18.3514 8.6166 40.5616 16.4956 -16.1388 36.4917 18.3514 -40.5771 -0.8043 -2.7396 38.1694 9.4366 4.9666 -15.7104 -72.6589 -8.3938 9.1063 -79.9707 18.8364
652 -4.7833 54.51 23.5766 -2.1577 23.8816 8.2694 -16.2571 37.3987 16.6902 8.5914 41.0056 15.4345 -16.2571 37.3987 16.6902 -40.3505 -1.4757 -0.7548 39.8219 7.3213 11.2195 -14.8024 -68.9553 -15.6557 14.8203 -79.9652 18.4679
653 -5.0699 55.5185 21.3539 -2.183 24.1715 7.5852 -16.3949 38.4189 14.9159 8.5897 41.2765 14.3929 -16.3949 38.4189 14.9159 -39.9728 -1.7071 0.9019 39.247 5.9925 18.4609 -15.2657 -64.8585 -21.1678 20.0022 -79.1081 22.605
654 -5.1885 56.2414 19.6678 -2.1692 24.311 7.2309 -16.3538 39.3056 13.5884 8.7094 41.1635 13.8167 -16.3538 39.3056 13.5884 -39.5607 -1.3014 1.2162 36.9981 5.6413 26.0164 -16.9733 -60.0821 -25.8839 23.1579 -77.6313 28.1913
655 -4.5027 56.5943 19.0011 -1.8772 24.3955 7.1081 -15.6698 40.0096 12.9302 9.3293 40.6741 13.7823 -15.6698 40.0096 12.9302 -38.6654 -0.2038 -0.7544 33.9606 6.7816 33.7834 -19.2901 -53.9598 -29.0579 22.5072 -76.5313 31.7364
656 -2.0313 56.7472 19.0337 -0.8991 24.5117 7.0332 -13.7015 41.0617 12.4657 11.1436 39.7461 14.2762 -13.7015 41.0617 12.4657 -36.9238 2.5201 -5.4461 31.3869 11.0692 41.397 -21.9026 -46.3525 -28.2332 13.5198 -77.8834 28.0227
657 1.3856 55.9053 21.0972 0.6615 24.1632 7.9546 -10.7897 41.7602 13.219 13.9319 38.2455 16.6366 -10.7897 41.7602 13.219 -32.8039 7.5703 -13.7567 29.4734 18.6897 49.2393 -22.2863 -39.0306 -22.8508 2.2947 -79.5154 17.2514
658 2.9827 54.4112 24.0622 1.4218 23.617 9.0005 -9.203 41.5877 14.7159 15.7349 37.2729 19.8699 -9.203 41.5877 14.7159 -26.6946 13.8513 -21.7938 27.7531 28.145 55.5187 -20.1444 -38.3157 -14.0417 -4.4801 -77.7966 4.9397
659 -2.1573 54.3534 24.4282 -0.4261 23.673 9.0156 -13.025 40.9328 13.8936 12.0569 39.1271 21.7683 -13.025 40.9328 13.8936 -22.4002 17.1088 -27.733 19.7915 36.7791 59.77 -15.2504 -46.2972 -3.5822 -3.9097 -79.962 -8.4028
660 -8.3983 54.5641 22.5343 -2.4529 23.6766 8.6051 -17.6798 39.4524 12.3927 7.3417 41.5694 21.1551 -17.6798 39.4524 12.3927 -22.6953 14.437 -28.5979 13.9248 37.6177 62.3547 -7.3581 -55.7856 13.0548 -1.41 -81.8997 -18.0489
