frames head.translateX head.translateY head.translateZ chest.translateX chest.translateY chest.translateZ rightShoulder.translateX rightShoulder.translateY rightShoulder.translateZ leftShoulder.translateX leftShoulder.translateY leftShoulder.translateZ rightShoulder.translateX rightShoulder.translateY rightShoulder.translateZ riHand.translateX riHand.translateY riHand.translateZ leHand.translateX leHand.translateY leHand.translateZ riFoot.translateX riFoot.translateY riFoot.translateZ leFoot.translateX leFoot.translateY leFoot.translateZ
280 2.2163 59.1017 7.7141 1.1107 25.2535 4.05 -10.4306 42.3307 3.914 14.0362 41.939 4.0816 -10.4306 42.3307 3.914 -18.6482 -5.7723 -0.7508 21.4558 -7.3667 2.4892 -19.8327 -86.9432 -2.747 2.4274 -86.7832 -6.7994
281 2.3794 59.11 7.7429 1.1687 25.2438 4.0861 -10.3314 42.3438 3.9856 14.1318 41.8981 4.1487 -10.3314 42.3438 3.9856 -18.5087 -5.7486 -1.4035 21.626 -7.3927 2.2155 -20.0275 -86.917 -2.6006 2.2136 -86.7449 -6.7702
282 2.5043 59.1172 7.7696 1.2154 25.2359 4.1137 -10.2577 42.3515 4.0509 14.2029 41.8687 4.2019 -10.2577 42.3515 4.0509 -18.4151 -5.71 -2.1284 21.7553 -7.4065 1.9216 -20.1685 -86.8958 -2.5479 2.0581 -86.7032 -6.8099
283 2.5893 59.1251 7.7869 1.2418 25.231 4.132 -10.2056 42.3594 4.1038 14.2524 41.8431 4.2461 -10.2056 42.3594 4.1038 -18.3573 -5.6388 -2.8375 21.8429 -7.4169 1.6316 -20.2804 -86.8768 -2.5722 1.9404 -86.6639 -6.9033
284 2.6369 59.1326 7.81 1.2537 25.2275 4.1479 -10.175 42.3636 4.1452 14.2789 41.8257 4.2883 -10.175 42.3636 4.1452 -18.3434 -5.5371 -3.4882 21.8627 -7.4244 1.3868 -20.3585 -86.8599 -2.707 1.8673 -86.625 -7.0649
285 2.6312 59.1397 7.8394 1.2483 25.2245 4.1693 -10.1772 42.3587 4.1841 14.273 41.8207 4.3333 -10.1772 42.3587 4.1841 -18.3983 -5.4345 -4.0037 21.8311 -7.4222 1.2187 -20.3913 -86.8466 -2.9489 1.8503 -86.5869 -7.292
286 2.5985 59.1453 7.863 1.2399 25.2205 4.1977 -10.2025 42.3437 4.2015 14.2428 41.8282 4.3749 -10.2025 42.3437 4.2015 -18.544 -5.3646 -4.286 21.7382 -7.4152 1.1423 -20.4132 -86.8321 -3.2624 1.8536 -86.551 -7.555
287 2.5417 59.1481 7.8767 1.2233 25.2201 4.2081 -10.2419 42.3301 4.1961 14.2017 41.8434 4.4008 -10.2419 42.3301 4.1961 -18.7576 -5.329 -4.3809 21.6434 -7.4037 1.1505 -20.4169 -86.8184 -3.6035 1.8825 -86.5132 -7.819
288 2.5066 59.15 7.8605 1.2172 25.2231 4.1926 -10.2601 42.3267 4.1633 14.1845 41.8532 4.3997 -10.2601 42.3267 4.1633 -18.9848 -5.3066 -4.3633 21.5239 -7.41 1.248 -20.4488 -86.7998 -3.9327 1.8931 -86.4781 -8.0507
289 2.4677 59.1537 7.8519 1.1969 25.2256 4.1867 -10.2967 42.3193 4.1504 14.1493 41.8658 4.4091 -10.2967 42.3193 4.1504 -19.1651 -5.3101 -4.2377 21.3906 -7.4129 1.4018 -20.4235 -86.7875 -4.2938 1.9699 -86.4364 -8.2971
290 2.4513 59.1621 7.8411 1.1733 25.2279 4.1835 -10.3278 42.3125 4.1568 14.1172 41.8739 4.417 -10.3278 42.3125 4.1568 -19.2597 -5.3296 -4.0698 21.2749 -7.4155 1.5721 -20.3157 -86.7841 -4.7014 2.1373 -86.3871 -8.5704
291 2.4417 59.1728 7.8174 1.1529 25.2304 4.177 -10.3477 42.309 4.1697 14.0966 41.8763 4.416 -10.3477 42.309 4.1697 -19.2868 -5.357 -3.9057 21.1581 -7.4224 1.6993 -20.2039 -86.7769 -5.1479 2.3082 -86.3424 -8.8584
292 2.427 59.185 7.7715 1.1303 25.2356 4.1551 -10.3683 42.3098 4.1577 14.0754 41.8799 4.3957 -10.3683 42.3098 4.1577 -19.2435 -5.3948 -3.7608 21.0531 -7.4221 1.7671 -20.0328 -86.7715 -5.6645 2.5296 -86.3142 -9.1838
293 2.3931 59.2022 7.6927 1.0986 25.2447 4.1116 -10.4047 42.311 4.1089 14.0368 41.8927 4.3424 -10.4047 42.311 4.1089 -19.1497 -5.4551 -3.6305 20.9701 -7.4151 1.7505 -19.7757 -86.7652 -6.2469 2.8585 -86.3136 -9.5373
294 2.2741 59.2225 7.6068 1.0456 25.2542 4.0735 -10.4917 42.2923 4.0513 13.9458 41.9283 4.2819 -10.4917 42.2923 4.0513 -19.0202 -5.5593 -3.4846 20.9018 -7.3794 1.6414 -19.3201 -86.753 -6.8609 3.3817 -86.3251 -9.9107
295 2.0296 59.2426 7.5542 0.9595 25.2608 4.0658 -10.6611 42.2389 4.0208 13.7733 41.9947 4.2663 -10.6611 42.2389 4.0208 -18.855 -5.7238 -3.3063 20.8434 -7.2943 1.4401 -18.5763 -86.7861 -7.4897 4.1597 -86.3272 -10.2992
296 1.7344 59.2697 7.504 0.8597 25.2699 4.0438 -10.853 42.184 3.9987 13.5833 42.0735 4.2598 -10.853 42.184 3.9987 -18.6743 -5.8985 -3.0908 20.8298 -7.1819 1.2427 -17.6705 -86.8442 -8.0674 5.0788 -86.3241 -10.6406
297 1.4524 59.2887 7.4928 0.7604 25.2721 4.0616 -11.0428 42.1219 4.0252 13.3922 42.1437 4.275 -11.0428 42.1219 4.0252 -18.5037 -6.0714 -2.8197 20.8118 -7.0754 1.0329 -16.7207 -86.8972 -8.6145 6.0324 -86.3099 -10.9779
298 1.2206 59.3051 7.4848 0.6694 25.2745 4.0726 -11.1922 42.0797 4.0545 13.2432 42.1933 4.29 -11.1922 42.0797 4.0545 -18.35 -6.2046 -2.5261 20.8361 -6.9888 0.8261 -15.8063 -86.9348 -9.0945 6.9448 -86.2962 -11.2466
299 0.9946 59.3153 7.4994 0.578 25.2751 4.0916 -11.3449 42.0365 4.0852 13.0898 42.2394 4.3242 -11.3449 42.0365 4.0852 -18.2344 -6.3131 -2.2199 20.8325 -6.9052 0.622 -14.8836 -86.9627 -9.5696 7.8609 -86.2745 -11.4919
300 0.7839 59.3196 7.5412 0.4892 25.2734 4.1211 -11.4912 41.9941 4.1223 12.9417 42.28 4.3787 -11.4912 41.9941 4.1223 -18.1453 -6.4048 -1.9151 20.8217 -6.8291 0.4298 -13.9908 -86.9734 -10.0375 8.7493 -86.2415 -11.7197
301 -3.324 58.9635 8.0694 -1.2076 25.3215 3.5019 -15.1046 43.0942 3.265 10.7541 44.14 4.1085 -15.1046 43.0942 3.265 -22.0456 -2.2883 8.4956 22.4581 -2.7011 -2.0769 -4.2281 -83.5305 14.6777 13.9197 -65.5602 -18.1795
302 -2.7062 58.9157 8.3907 -0.928 25.3355 3.5401 -14.6301 43.2687 3.4527 11.2511 44.0406 4.1528 -14.6301 43.2687 3.4527 -22.1727 -0.2915 11.6042 22.1919 -2.5699 -4.5719 -5.1118 -83.473 14.7043 13.2414 -65.2662 -20.0874
303 -1.9185 58.8339 8.8471 -0.5393 25.3518 3.5511 -13.9835 43.4863 3.6034 11.9125 43.8762 4.3918 -13.9835 43.4863 3.6034 -22.1072 1.2266 13.0573 22.1204 -2.5593 -5.9581 -6.256 -83.5299 15.1158 11.7097 -66.2109 -21.9605
304 -1.2512 58.7492 9.1393 -0.2125 25.3609 3.539 -13.4018 43.6497 3.5968 12.4756 43.6861 4.5854 -13.4018 43.6497 3.5968 -22.1334 1.9543 13.1328 22.2871 -2.7562 -6.1265 -7.2954 -83.7813 16.9029 9.1621 -67.6696 -23.5582
305 0.2791 58.6845 9.1239 0.4591 25.3754 3.3707 -12.1943 44.0042 3.3402 13.6451 43.3207 4.4583 -12.1943 44.0042 3.3402 -22.0829 2.1037 11.6365 21.7962 -3.6955 -5.1024 -10.0439 -84.1072 19.4403 5.5446 -70.0476 -24.6127
306 1.8259 58.6111 8.8462 1.1436 25.3655 3.1383 -10.9938 44.3045 2.9302 14.8091 42.978 4.1527 -10.9938 44.3045 2.9302 -22.022 1.3937 8.6428 21.7258 -4.5453 -3.7504 -12.7285 -84.2396 21.7362 2.8744 -73.3608 -24.3335
307 2.5446 58.6051 8.7407 1.5094 25.3306 3.1876 -10.4402 44.3361 2.7981 15.3141 42.8152 4.1907 -10.4402 44.3361 2.7981 -21.9636 -0.1688 4.6344 22.0808 -5.0554 -1.4326 -13.8816 -83.8926 23.4666 1.7035 -76.4086 -21.3655
308 2.3826 58.7029 9.0609 1.3366 25.3128 3.4899 -10.6656 44.2522 3.2814 15.0818 42.822 4.6603 -10.6656 44.2522 3.2814 -21.6148 -1.5478 0.6746 22.2878 -5.2135 1.5812 -13.451 -83.8931 22.2638 1.4598 -78.5139 -16.1929
309 2.1755 58.8047 9.166 1.1434 25.3148 3.5954 -10.9437 44.2266 3.6616 14.8438 42.8772 4.8437 -10.9437 44.2266 3.6616 -20.5344 -2.1172 -2.989 22.3134 -5.1796 4.5912 -12.6888 -83.0609 16.1453 1.3155 -80.1844 -11.5183
310 1.507 58.9127 8.8446 0.8962 25.3267 3.6251 -11.4616 44.0726 3.5802 14.3559 43.1052 4.6963 -11.4616 44.0726 3.5802 -18.9655 -2.474 -6.5072 22.4659 -4.6843 7.6026 -11.4727 -81.1051 7.7289 2.2981 -81.9247 -6.9729
311 0.7036 59.0482 8.1827 0.6656 25.3484 3.5405 -12.0072 43.8665 3.1856 13.8274 43.3996 4.3618 -12.0072 43.8665 3.1856 -17.5413 -2.5574 -9.7767 22.5659 -3.8662 10.426 -9.7481 -78.315 -0.8557 3.8796 -83.2817 -1.9583
312 0.4198 59.1789 7.4301 0.6236 25.3724 3.3473 -12.1976 43.8017 2.7893 13.6635 43.5687 3.8788 -12.1976 43.8017 2.7893 -16.4698 -2.1798 -12.8853 22.6216 -3.1002 12.5564 -8.2268 -75.16 -9.6518 4.5514 -84.1053 2.7654
313 0.235 59.3029 6.6488 0.6152 25.3984 3.0955 -12.3153 43.7649 2.3954 13.5603 43.68 3.3305 -12.3153 43.7649 2.3954 -15.7064 -1.6942 -15.3276 22.729 -2.3665 14.026 -6.4148 -72.3917 -18.0342 4.9013 -84.3471 7.4534
314 -0.0043 59.4029 5.8508 0.5264 25.4314 2.7344 -12.4961 43.7247 2.0846 13.3977 43.7882 2.5634 -12.4961 43.7247 2.0846 -15.6946 -1.2626 -17.0206 22.6725 -1.8345 14.442 -4.5592 -70.3776 -25.362 5.186 -84.1225 12.265
315 -0.2801 59.4607 5.0537 0.3765 25.4602 2.3116 -12.7487 43.6629 1.7975 13.1507 43.8889 1.6252 -12.7487 43.6629 1.7975 -16.2604 -1.2127 -17.5916 22.5982 -1.6016 13.7244 -3.0013 -70.3406 -31.149 5.5612 -83.6382 17.3444
316 -1.385 59.4554 4.7753 -0.226 25.4693 2.155 -13.6996 43.3881 1.878 12.1608 44.1067 1.0722 -13.6996 43.3881 1.878 -17.4406 -1.8551 -16.5516 22.6596 -1.4569 12.0135 -0.1587 -73.2821 -32.642 7.1803 -83.0347 22.3117
317 -3.0766 59.3213 5.8255 -1.1556 25.4058 2.6299 -15.1219 42.9034 2.8703 10.6618 44.3474 1.7184 -15.1219 42.9034 2.8703 -18.9983 -2.8087 -14.1929 22.47 -1.5557 9.8941 2.158 -76.3265 -29.4621 9.0799 -82.5196 26.1077
318 -5.3237 59.0449 7.0566 -2.1457 25.2577 3.1923 -16.8108 42.1742 3.7143 8.8969 44.6491 2.8597 -16.8108 42.1742 3.7143 -20.0364 -4.1271 -11.5879 21.9024 -1.5235 7.7947 3.967 -77.7061 -24.8672 11.1438 -81.8977 28.025
319 -7.2402 58.7741 7.7106 -2.6743 25.1433 3.5048 -17.9938 41.463 4.1053 7.6021 44.9501 3.6317 -17.9938 41.463 4.1053 -20.3579 -5.4131 -9.0658 21.722 -1.2619 5.1624 6.1773 -78.7383 -19.8868 13.623 -81.2623 25.2921
320 -7.794 58.7085 7.8369 -2.6535 25.1451 3.5187 -18.1849 41.2614 4.1614 7.3724 45.1069 3.8543 -18.1849 41.2614 4.1614 -20.5453 -5.9758 -6.7576 21.8447 -1.0947 1.8792 7.0023 -80.0492 -14.8113 15.5046 -79.7672 17.0858
321 -7.1437 58.8915 7.0309 -2.3963 25.2095 3.3135 -17.7105 41.6232 3.5348 7.9396 45.0764 3.3155 -17.7105 41.6232 3.5348 -20.7248 -5.9026 -4.5714 21.6732 -1.2771 -0.9754 6.0845 -81.9527 -8.9516 16.3657 -76.7673 7.2358
322 -6.4097 59.0823 5.7391 -2.1877 25.2717 2.9843 -17.2706 42.0037 2.5423 8.4614 44.9766 2.3578 -17.2706 42.0037 2.5423 -20.8176 -5.6502 -2.8126 21.4202 -1.4892 -3.3305 3.7076 -83.2798 -3.1403 16.3799 -72.8217 -2.4769
323 -5.4773 59.2661 4.5143 -1.9582 25.3308 2.5915 -16.7381 42.4082 1.6059 9.0803 44.8161 1.495 -16.7381 42.4082 1.6059 -21.1703 -5.1703 -1.4831 21.1533 -1.7758 -5.0098 1.212 -83.8855 2.6765 15.2259 -69.148 -11.5459
324 -4.7412 59.4034 3.6616 -1.779 25.3685 2.2743 -16.3071 42.6888 0.9836 9.5635 44.672 0.99 -16.3071 42.6888 0.9836 -21.9144 -4.6768 -0.4874 21.0134 -1.9966 -5.9761 -0.3944 -83.8319 8.5391 13.7363 -66.3359 -19.5365
325 -4.216 59.4998 3.1538 -1.6046 25.394 2.0782 -15.9709 42.8369 0.6494 9.9169 44.5852 0.7487 -15.9709 42.8369 0.6494 -22.7736 -4.2743 0.265 21.0696 -2.1521 -6.1489 -1.4804 -83.3845 14.545 11.7621 -65.2858 -25.7847
326 -3.7373 59.5631 3.1533 -1.3232 25.4195 2.0767 -15.5722 42.9363 0.616 10.3253 44.5564 0.927 -15.5722 42.9363 0.616 -23.412 -3.9837 0.4912 21.3701 -2.2804 -5.4118 -2.3392 -82.5763 20.3791 9.584 -67.0418 -29.6206
327 -2.8076 59.6106 3.7107 -0.6873 25.4529 2.2437 -14.6714 43.1108 0.7947 11.2309 44.4926 1.6172 -14.6714 43.1108 0.7947 -23.7142 -3.6236 -0.0833 21.9391 -2.5304 -3.8536 -3.7446 -82.3107 25.3845 7.8807 -70.6862 -31.2083
328 -1.1922 59.612 4.6692 0.3213 25.4489 2.5481 -13.1535 43.407 1.2728 12.752 44.2408 2.6027 -13.1535 43.407 1.2728 -23.4904 -3.134 -0.7772 22.6505 -3.0544 -1.9294 -6.1572 -81.8624 29.4986 6.95 -74.2049 -29.9448
329 0.6021 59.5226 6.002 1.1392 25.3654 3.1429 -11.7193 43.7514 2.3447 14.2024 43.7441 3.737 -11.7193 43.7514 2.3447 -23.0017 -2.6846 -0.3837 23.2011 -3.7631 -0.3336 -8.6411 -81.0537 31.6333 6.0369 -76.209 -25.7742
330 0.7039 59.4246 7.455 0.8518 25.3008 3.8365 -11.8813 43.7778 3.7324 14.0443 43.5181 4.7899 -11.8813 43.7778 3.7324 -23.0076 -2.7787 0.5873 23.0985 -3.9203 -0.0493 -9.0551 -81.7134 29.8173 5.7771 -77.6657 -20.9044
331 -0.0637 59.4351 7.6842 0.2681 25.3106 3.9101 -12.6921 43.6252 4.1283 13.2407 43.65 4.8198 -12.6921 43.6252 4.1283 -23.2962 -3.1151 1.0145 22.3282 -3.662 -1.2877 -8.6694 -82.5941 24.2723 5.6377 -79.1562 -16.3423
332 -1.1191 59.4776 7.1409 -0.1512 25.3405 3.7056 -13.5046 43.3919 3.8716 12.4364 43.9817 4.1842 -13.5046 43.3919 3.8716 -23.373 -3.5749 1.4248 21.3658 -3.1796 -3.1517 -7.5925 -82.4502 15.0431 6.06 -80.6287 -11.8437
333 -1.9736 59.5032 6.4502 -0.378 25.381 3.3388 -14.0437 43.2251 3.3053 11.8865 44.2597 3.4553 -14.0437 43.2251 3.3053 -23.365 -3.8717 1.6368 20.6427 -2.6712 -5.2504 -6.2833 -80.4593 3.0882 6.8223 -81.8929 -7.7474
334 -2.1791 59.5467 5.4181 -0.3888 25.4322 2.7766 -14.1205 43.2682 2.3895 11.8215 44.3752 2.4812 -14.1205 43.2682 2.3895 -23.4543 -3.794 1.5996 20.2546 -2.3991 -7.1923 -5.1781 -76.6732 -8.9901 7.05 -83.1425 -4.0817
335 -1.7024 59.5794 4.711 -0.1294 25.4581 2.433 -13.7181 43.447 1.7979 12.2426 44.2856 1.8131 -13.7181 43.447 1.7979 -23.6202 -3.4175 1.7742 20.4522 -2.3747 -8.5597 -4.5605 -72.1404 -19.9709 6.5697 -83.7782 -0.1364
336 -1.6429 59.5865 4.5834 -0.0985 25.4652 2.2892 -13.6396 43.4867 1.6689 12.3072 44.2264 1.6763 -13.6396 43.4867 1.6689 -24.0249 -3.1954 1.7671 21.1167 -2.2211 -9.2348 -3.2156 -67.9916 -29.3673 6.7084 -83.7904 4.279
337 -1.889 59.571 4.4861 -0.3177 25.4666 2.1878 -13.8831 43.4565 1.6347 12.0436 44.1989 1.4559 -13.8831 43.4565 1.6347 -24.3765 -3.198 1.7012 21.5614 -2.1984 -9.2038 -2.6213 -66.1477 -36.3809 7.1037 -83.9205 9.3811
338 -2.5866 59.5127 4.72 -0.7862 25.4464 2.292 -14.5687 43.2887 1.94 11.3298 44.2883 1.3608 -14.5687 43.2887 1.94 -24.2836 -3.595 1.8008 21.8016 -2.0992 -8.5755 -2.0402 -68.4389 -39.5257 8.3466 -84.1127 14.8441
339 -3.4789 59.4356 5.428 -1.5235 25.3723 2.6754 -15.4855 43.0495 2.8101 10.3646 44.3225 1.7322 -15.4855 43.0495 2.8101 -24.3894 -4.0976 1.9555 21.7099 -2.1322 -7.0253 -1.3368 -73.2477 -37.0149 10.2252 -83.5804 20.9154
340 -4.973 59.2695 6.2882 -2.3227 25.2244 3.2758 -16.7127 42.552 3.6924 9.0946 44.4219 2.6472 -16.7127 42.552 3.6924 -24.183 -4.9495 1.2534 22.0955 -1.9835 -3.9822 -0.2803 -77.1982 -31.2326 12.8641 -82.2962 25.0945
341 -6.0437 59.1277 7.0272 -2.3972 25.1749 3.6056 -17.3023 42.0761 3.957 8.4668 44.6571 3.7866 -17.3023 42.0761 3.957 -22.8126 -5.5751 -1.8721 23.402 -1.4822 -0.3175 1.822 -79.2145 -24.8465 14.6827 -81.1644 22.6998
342 -6.2077 59.1231 7.0009 -2.1817 25.2147 3.5345 -17.19 41.9956 3.5289 8.5596 44.8011 4.1724 -17.19 41.9956 3.5289 -21.211 -5.3388 -6.362 24.1059 -1.3264 3.5662 3.1433 -81.0001 -18.5952 15.2408 -79.6229 14.4806
343 -5.7628 59.1752 6.6397 -2.0533 25.2272 3.5706 -16.8654 42.2102 3.1524 8.9288 44.7356 3.9554 -16.8654 42.2102 3.1524 -19.837 -4.523 -10.4068 24.0058 -1.3927 7.6168 2.5713 -82.9677 -11.9059 14.8613 -76.9111 4.0149
344 -5.2747 59.2411 6.2892 -1.9988 25.2427 3.5004 -16.6335 42.4038 2.9247 9.2056 44.6635 3.612 -16.6335 42.4038 2.9247 -18.9095 -3.4198 -14.0741 23.8527 -1.1033 10.9461 1.3121 -84.43 -5.055 13.8102 -72.946 -6.7664
345 -5.193 59.299 5.8062 -2.0786 25.2545 3.3082 -16.6863 42.4322 2.6099 9.1708 44.6926 3.2984 -16.6863 42.4322 2.6099 -18.6247 -2.3016 -17.4385 23.7787 -0.2939 14.0177 0.485 -85.0906 2.0741 13.1165 -68.6257 -16.3289
346 -4.5922 59.3908 5.3806 -1.8551 25.2984 3.1471 -16.2833 42.5903 2.2234 9.588 44.6462 3.0803 -16.2833 42.5903 2.2234 -18.3682 -1.1081 -20.2061 23.8662 0.5042 16.715 -1.0388 -85.2722 9.0278 12.1102 -65.3393 -24.4008
347 -3.999 59.4616 4.9792 -1.5444 25.3411 3.0422 -15.7979 42.7362 1.7374 10.0676 44.5884 2.9725 -15.7979 42.7362 1.7374 -17.7408 -0.432 -21.8797 23.8695 1.2306 18.9638 -2.6048 -84.8437 15.7037 11.6801 -64.5999 -30.0834
348 -3.3475 59.4942 5.0421 -1.1393 25.3684 3.1115 -15.2134 42.8897 1.5333 10.6376 44.5098 3.2223 -15.2134 42.8897 1.5333 -16.7359 -0.0888 -22.5872 23.5684 1.4731 20.5226 -4.3884 -84.1744 21.6898 11.7801 -67.7337 -33.0545
349 -1.8751 59.5057 5.7238 -0.3311 25.3764 3.3891 -13.9848 43.2051 1.865 11.8673 44.248 3.846 -13.9848 43.2051 1.865 -15.8286 0.2095 -22.235 23.2204 0.7683 21.0537 -7.4356 -83.1112 27.0408 10.2535 -72.4188 -32.672
350 0.1043 59.4079 7.0186 0.7045 25.3047 3.8596 -12.3533 43.536 2.7788 13.4878 43.7475 4.8548 -12.3533 43.536 2.7788 -15.4455 0.3831 -20.8421 23.2371 -0.7263 20.4499 -10.643 -81.407 30.5687 8.575 -75.3768 -28.9689
351 0.6621 59.2424 8.4538 0.8374 25.2132 4.3944 -11.9989 43.5827 4.1867 13.8641 43.4308 5.6183 -11.9989 43.5827 4.1867 -16.6249 0.0189 -18.2469 23.4502 -2.1538 17.9964 -10.929 -81.5877 29.4671 7.3613 -77.5 -24.0382
352 0.3191 59.1926 8.9135 0.4742 25.1921 4.5916 -12.4078 43.5151 4.9571 13.4682 43.4018 5.5295 -12.4078 43.5151 4.9571 -18.2356 -0.9592 -15.0327 23.2685 -3.1833 13.9088 -9.458 -82.4818 24.1049 6.801 -79.8865 -18.9321
353 -0.696 59.2872 8.2598 -0.0178 25.2307 4.4195 -13.2155 43.3478 4.8487 12.6735 43.6812 4.7916 -13.2155 43.3478 4.8487 -19.2741 -2.4487 -11.4022 22.7516 -3.5467 9.0919 -6.5808 -82.3449 16.6234 7.6553 -82.0253 -12.3678
354 -1.5363 59.4389 7.0434 -0.3837 25.3064 3.9228 -13.8515 43.2909 4.3052 12.0637 43.9847 3.6579 -13.8515 43.2909 4.3052 -19.8929 -3.702 -7.4155 22.0244 -3.5679 3.7397 -3.9624 -80.8553 6.4137 8.6797 -83.8793 -5.654
355 -1.9442 59.5586 5.7633 -0.4852 25.3669 3.4391 -14.102 43.3426 3.4721 11.8607 44.1806 2.7022 -14.102 43.3426 3.4721 -20.154 -4.4105 -3.0957 21.3585 -3.3631 -0.7915 -2.2026 -77.8093 -4.8969 9.4485 -85.061 1.0208
356 -1.6335 59.6252 5.0308 -0.2595 25.4043 3.1347 -13.7922 43.4932 2.9278 12.2029 44.171 2.1802 -13.7922 43.4932 2.9278 -20.8115 -4.2561 1.399 21.0784 -3.1152 -4.5472 -1.4287 -73.7043 -16.26 9.4509 -85.5585 6.5558
357 -1.3546 59.661 4.7439 -0.1277 25.4307 2.8509 -13.5443 43.5781 2.7721 12.4381 44.1143 1.8203 -13.5443 43.5781 2.7721 -22.2578 -3.5366 5.254 21.1295 -2.6183 -8.0371 -1.3339 -69.4705 -26.7068 9.4087 -85.6858 11.1313
358 -1.4448 59.652 4.6949 -0.1825 25.441 2.7047 -13.6238 43.5416 2.7936 12.333 44.1339 1.5499 -13.6238 43.5416 2.7936 -23.4652 -2.6733 8.7578 21.4524 -2.0359 -10.3594 -1.3059 -67.107 -35.0011 9.6048 -85.0547 16.0009
359 -2.2879 59.5786 4.9429 -0.6642 25.4243 2.7622 -14.362 43.3463 2.9948 11.5672 44.2889 1.452 -14.362 43.3463 2.9948 -24.1009 -2.1035 11.7182 21.6698 -1.5075 -11.2428 0.074 -69.2584 -39.0155 10.5133 -83.6931 21.5078
360 -4.3051 59.3665 5.7915 -1.8659 25.3004 3.1135 -16.0745 42.8137 3.7456 9.7733 44.4961 1.8505 -16.0745 42.8137 3.7456 -24.8216 -2.334 13.7642 21.4292 -0.9238 -11.0275 2.1002 -73.0685 -37.1787 12.7086 -81.8902 27.0131
361 -6.7013 58.9751 7.0927 -3.0052 25.0707 3.6126 -17.8928 41.9714 4.6479 7.8514 44.6637 2.9554 -17.8928 41.9714 4.6479 -25.3671 -3.5545 13.8582 21.6746 -0.2369 -9.733 4.1429 -75.0818 -32.5289 15.5203 -80.5732 29.0211
362 -7.9615 58.6871 8.1498 -3.2617 24.9717 3.9569 -18.6122 41.4196 5.0078 7.077 44.8052 4.2047 -18.6122 41.4196 5.0078 -25.1074 -4.9472 11.3606 22.505 0.0777 -7.2298 6.2005 -76.5878 -27.3032 17.1299 -79.982 24.3082
363 -7.8507 58.7036 8.0964 -3.0374 25.0245 3.9035 -18.3989 41.4848 4.6149 7.3067 44.863 4.3775 -18.3989 41.4848 4.6149 -24.064 -5.7099 7.1685 22.6036 -0.4893 -4.5192 6.5242 -78.7111 -21.6501 17.6407 -78.5996 14.2147
364 -6.891 58.9001 7.2388 -2.7036 25.1032 3.7761 -17.7486 41.9182 3.8641 8.0397 44.7624 3.7999 -17.7486 41.9182 3.8641 -22.4202 -5.8209 2.4963 22.3217 -1.4847 -1.4753 4.836 -81.4356 -15.1233 17.3725 -75.7193 2.7945
365 -5.9961 59.0854 6.3411 -2.4509 25.1646 3.6223 -17.2015 42.2931 3.1928 8.6713 44.6739 3.2611 -17.2015 42.2931 3.1928 -20.889 -5.5216 -2.5163 21.9698 -2.1265 2.4214 2.7364 -83.5535 -8.1935 16.9725 -71.4537 -8.1579
366 -5.2932 59.24 5.7685 -2.2363 25.2161 3.4597 -16.7797 42.5317 2.757 9.1418 44.6231 3.0691 -16.7797 42.5317 2.757 -20.0902 -4.7643 -7.7634 21.7823 -2.1453 6.6571 0.7393 -84.6341 -1.601 16.5954 -67.2478 -18.1141
367 -4.6147 59.3751 5.2094 -1.979 25.2667 3.3114 -16.3233 42.7038 2.2351 9.5994 44.5468 2.9785 -16.3233 42.7038 2.2351 -19.6636 -3.7269 -12.3609 22.0778 -1.5977 10.878 -1.2548 -85.0743 5.1931 16.0181 -64.4091 -26.6185
368 -4.007 59.491 4.4067 -1.6978 25.3189 3.1152 -15.8836 42.8437 1.4932 10.0283 44.4967 2.7282 -15.8836 42.8437 1.4932 -19.2294 -2.7292 -16.1709 22.5264 -0.5573 14.821 -3.2496 -84.9112 12.9215 15.0805 -64.0994 -32.74
369 -3.3308 59.5421 4.6015 -1.3013 25.3416 3.2576 -15.3425 42.9845 1.464 10.5629 44.4476 3.16 -15.3425 42.9845 1.464 -18.4346 -1.6391 -18.9968 22.704 0.3136 18.0548 -5.5674 -84.3727 19.7771 13.8265 -67.0657 -36.5863
370 -1.7166 59.5908 5.2203 -0.3709 25.361 3.5146 -13.9642 43.3349 1.5614 11.9177 44.2245 4.0578 -13.9642 43.3349 1.5614 -16.8391 -0.4336 -21.0036 22.4672 0.4643 20.7415 -9.7375 -82.9967 26.1689 11.9781 -71.5451 -36.1989
371 0.2765 59.5527 5.9917 0.7102 25.3231 3.7236 -12.2947 43.71 1.8939 13.5555 43.808 4.816 -12.2947 43.71 1.8939 -15.4975 0.5427 -21.8926 22.4189 -0.1256 21.8629 -14.2184 -80.8742 31.4032 9.8966 -75.3494 -31.9886
372 1.1563 59.4231 7.2607 1.0185 25.2355 4.2016 -11.7028 43.8138 3.1604 14.1744 43.4453 5.486 -11.7028 43.8138 3.1604 -15.9009 0.8937 -20.9241 22.7649 -1.1601 21.086 -15.7265 -79.9786 33.1945 7.4198 -78.0104 -26.1956
373 0.401 59.4046 7.5861 0.5326 25.1888 4.5994 -12.3271 43.6237 3.6198 13.5275 43.4587 5.9326 -12.3271 43.6237 3.6198 -16.5676 -0.1886 -18.667 22.4691 -1.7998 19.9473 -15.2098 -80.1932 31.6299 6.8578 -80.5069 -17.5129
